"","stationname","Date","RFID","dailywt","birthDate","sex","breed","birthWeight","weather_factor","age"
"13299","Belmont",2020-12-24,"982 123736288795",279.06,"2019-11-13","female","Composite",37,3,408
"13300","Belmont",2020-12-24,"982 123736288824",285.57,"2019-11-08","female","Brahman",37,3,413
"13301","Belmont",2020-12-24,"982 123724743243",308.33,"2019-10-15","female","Composite",48,3,437
"13302","Belmont",2020-12-24,"982 123724743262",266.56,"2019-10-20","female","Composite",44,3,432
"13303","Belmont",2020-12-24,"982 123736288428",240.94,"2019-12-16","female","Composite",38,3,375
"13304","Belmont",2020-12-24,"982 123736288034",57.84,"2020-12-09","male","Unknown",36,3,16
"13305","Belmont",2020-12-24,"982 123707585675",445.32,"2018-11-27","female","Brahman",33,3,759
"13306","Belmont",2020-12-24,"982 123736288435",207,"2020-01-20","female","Brahman",38,3,340
"13307","Belmont",2020-12-24,"982 123736288726",82.62,"2020-11-09","female","Composite",31,3,46
"13308","Belmont",2020-12-24,"982 123724743256",269.32,"2019-10-20","female","Composite",45,3,432
"13309","Belmont",2020-12-24,"982 123736288802",259.3,"2019-11-09","female","Composite",30,3,412
"13310","Belmont",2020-12-24,"982 123724743463",255.36,"2019-10-13","female","Composite",36,3,439
"13311","Belmont",2020-12-24,"982 123736288274",278.27,"2019-11-06","female","Composite",38,3,415
"13312","Belmont",2020-12-24,"982 123724743393",278.76,"2019-10-04","female","Composite",49,3,448
"13313","Belmont",2020-12-24,"982 123736288067",78.87,"2020-12-15","female","Composite",41,3,10
"13314","Belmont",2020-12-24,"982 123736288388",287.79,"2019-12-01","female","Composite",38,3,390
"13315","Belmont",2020-12-24,"982 123736288487",75.75,"2020-11-27","male","Unknown",36,3,28
"13316","Belmont",2020-12-24,"982 123736288410",214.06,"2019-12-11","female","Composite",36,3,380
"13317","Belmont",2020-12-24,"982 123736288366",260.2,"2019-10-31","female","Composite",44,3,421
"13318","Belmont",2020-12-24,"982 123724743408",242.93,"2019-09-30","female","Composite",42,3,452
"13319","Belmont",2020-12-24,"982 123724743222",279.06,"2019-10-16","female","Composite",42,3,436
"13320","Belmont",2020-12-24,"982 123736288228",245.79,"2019-11-02","female","Brahman",33,3,419
"13321","Belmont",2020-12-24,"982 123724743248",283.71,"2019-10-19","female","Brahman",33,3,433
"13322","Belmont",2020-12-24,"982 123736288383",229.27,"2019-12-07","female","Composite",38,3,384
"13323","Belmont",2020-12-24,"982 123736288348",273.56,"2019-11-01","female","Brahman",22,3,420
"13324","Belmont",2020-12-24,"964 001010472316",609.68,"2015-11-18","female","Brahman",38,3,1864
"13325","Belmont",2020-12-24,"982 123736288715",261.82,"2019-11-26","female","Composite",40,3,395
"13326","Belmont",2020-12-24,"982 123736288508",66.56,"2020-12-01","male","Unknown",52,3,24
"13327","Belmont",2020-12-24,"964 001010472318",499.22,"2016-09-26","female","Brahman",38,3,1551
"13328","Belmont",2020-12-24,"982 123707585993",527.66,"2017-10-30","female","Brahman",36,3,1152
"13329","Belmont",2020-12-24,"982 123736288499",70.33,"2020-12-01","male","Unknown",41,3,24
"13330","Belmont",2020-12-24,"982 123736288033",73.17,"2020-12-17","male","Unknown",47,3,8
"13331","Belmont",2020-12-24,"982 123736288395",222.14,"2019-12-06","female","Composite",36,3,385
"13332","Belmont",2020-12-24,"982 123736288269",290.14,"2019-11-06","female","Composite",48,3,415
"13333","Belmont",2020-12-24,"982 123707585565",570.58,"2018-10-11","female","Brahman",34,3,806
"13334","Belmont",2020-12-24,"982 123724743233",361.33,"2019-07-16","female","Composite",38,3,528
"13335","Belmont",2020-12-24,"982 123736288432",224.14,"2019-12-14","female","Composite",36,3,377
"13336","Belmont",2020-12-24,"982 123736288443",216.24,"2019-12-12","female","Brahman",31,3,379
"13337","Belmont",2020-12-24,"982 123736288681",209.72,"2019-11-22","female","Composite",40,3,399
"13338","Belmont",2020-12-24,"982 123724743259",292.16,"2019-10-20","female","Composite",43,3,432
"13339","Belmont",2020-12-24,"982 123736288813",238.92,"2019-11-11","female","Composite",36,3,410
"13340","Belmont",2020-12-24,"982 123736288391",231.92,"2019-11-30","female","Composite",33,3,391
"13341","Belmont",2020-12-24,"982 123724743394",301.74,"2019-09-23","female","Brahman",35,3,459
"13342","Belmont",2020-12-24,"982 123736288404",285.58,"2019-12-06","female","Brahman",38,3,385
"13343","Belmont",2020-12-24,"982 123736288427",263.34,"2019-12-11","female","Composite",38,3,380
"13344","Belmont",2020-12-24,"982 123724743466",299.04,"2019-10-11","female","Composite",43,3,441
"13345","Belmont",2020-12-24,"982 123707585493",588.57,"2018-11-04","male","Composite",42,3,782
"13346","Belmont",2020-12-24,"982 123736288705",244.17,"2019-11-23","female","Composite",38,3,398
"13347","Belmont",2020-12-24,"982 123724743516",296.78,"2019-10-24","female","Composite",41,3,428
"13348","Belmont",2020-12-24,"982 123736288701",211.93,"2019-11-24","female","Composite",40,3,397
"13349","Belmont",2020-12-24,"982 123724743449",242.74,"2019-10-11","female","Composite",38,3,441
"13350","Belmont",2020-12-24,"982 123736288256",288.1,"2019-11-05","female","Composite",43,3,416
"13351","Belmont",2020-12-24,"982 123736288469",217.62,"2019-12-13","female","Composite",31,3,378
"13352","Belmont",2020-12-24,"982 123736288229",228.9,"2019-11-02","female","Composite",39,3,419
"13353","Belmont",2020-12-24,"982 123724743500",264.37,"2019-10-22","female","Composite",44,3,430
"13354","Belmont",2020-12-24,"982 123707585606",515.06,"2018-10-03","female","Brahman",25,3,814
"13355","Belmont",2020-12-24,"982 123724743404",270.49,"2019-10-01","female","Composite",39,3,451
"13356","Belmont",2020-12-24,"982 123736288337",240.3,"2019-11-01","female","Composite",42,3,420
"13357","Belmont",2020-12-24,"982 123736288707",282.95,"2019-11-26","female","Composite",40,3,395
"13358","Belmont",2020-12-24,"982 123736288439",244.52,"2019-12-14","female","Composite",38,3,377
"13359","Belmont",2020-12-24,"982 123736288347",237.57,"2019-10-31","female","Composite",39,3,421
"13360","Belmont",2020-12-24,"982 123724743433",282.31,"2019-10-08","female","Composite",47,3,444
"13361","Belmont",2020-12-24,"982 123736288708",203.84,"2019-11-25","female","Composite",31,3,396
"13362","Belmont",2020-12-24,"982 123724743447",255.32,"2019-10-09","female","Composite",32,3,443
"13363","Belmont",2020-12-24,"982 123736288492",73.35,"2020-12-07","male","Unknown",46,3,18
"13364","Belmont",2020-12-24,"982 123736288301",237.36,"2019-11-20","male","Composite",38,3,401
"13365","Belmont",2020-12-24,"982 123724743419",288,"2019-09-30","female","Composite",46,3,452
"13366","Belmont",2020-12-24,"982 123707586231",430.84,"2018-11-08","female","Brahman",36,3,778
"13367","Belmont",2020-12-24,"982 123736288369",230.72,"2019-10-31","female","Composite",41,3,421
"13368","Belmont",2020-12-24,"982 123724743258",253.82,"2019-10-17","female","Composite",40,3,435
"13369","Belmont",2020-12-24,"982 123736288417",278.18,"2019-12-10","female","Composite",38,3,381
"13370","Belmont",2020-12-24,"982 123707585850",535.53,"2018-08-23","female","Unknown",38,3,855
"13371","Belmont",2020-12-24,"982 123724743372",265.62,"2019-10-04","female","Composite",42,3,448
"13372","Belmont",2020-12-24,"982 123724743460",262.61,"2019-10-12","female","Composite",33,3,440
"13373","Belmont",2020-12-24,"982 123736288188",269.94,"2019-11-18","female","Composite",41,3,403
"13374","Belmont",2020-12-24,"982 123707585634",427.7,"2018-10-05","female","Brahman",30,3,812
"13375","Belmont",2020-12-24,"982 123724743381",250.01,"2019-10-06","female","Composite",37,3,446
"13376","Belmont",2020-12-24,"982 123724743488",247.66,"2019-10-20","female","Composite",36,3,432
"13377","Belmont",2020-12-24,"982 123724743379",260.87,"2019-10-06","female","Composite",35,3,446
"13378","Belmont",2020-12-24,"982 123736288425",220.34,"2019-12-08","female","Brahman",29,3,383
"13379","Belmont",2020-12-24,"982 123736288172",93.71,"2020-10-30","female","Composite",41,3,56
"13380","Belmont",2020-12-24,"982 123736288265",266.83,"2019-11-04","female","Brahman",43,3,417
"13381","Belmont",2020-12-24,"982 123724743232",258.9,"2019-10-15","female","Composite",41,3,437
"13382","Belmont",2020-12-24,"982 123724743245",208.62,"2019-10-17","female","Brahman",31,3,435
"13383","Belmont",2020-12-24,"982 123724743414",288.18,"2019-10-04","female","Brahman",36,3,448
"13384","Belmont",2020-12-24,"982 123736288384",171.54,"2019-12-01","female","Composite",31,3,390
"13385","Belmont",2020-12-24,"964 001010473539",510.19,"2016-11-08","female","Brahman",38,3,1508
"13386","Belmont",2020-12-24,"982 123736288222",212.26,"2019-11-14","female","Composite",40,3,407
"13387","Belmont",2020-12-24,"982 123707586255",415.11,"2018-10-24","female","Brahman",25,3,793
"13388","Belmont",2020-12-24,"982 123724743390",248.82,"2019-10-03","female","Composite",44,3,449
"13389","Belmont",2020-12-24,"982 123736288791",243.54,"2019-11-07","female","Composite",39,3,414
"13390","Belmont",2020-12-24,"964 001010472324",526.38,"2016-12-13","female","Brahman",38,3,1473
"13391","Belmont",2020-12-24,"982 123736288268",257.68,"2019-11-04","female","Composite",30,3,417
"13392","Belmont",2020-12-24,"982 123724743427",253.83,"2019-10-10","female","Composite",34,3,442
"13393","Belmont",2020-12-24,"982 123736288328",242.09,"2019-10-29","female","Brahman",32,3,423
"13394","Belmont",2020-12-24,"982 123736288748",65.84,"2020-11-25","female","Composite",36,3,30
"13395","Belmont",2020-12-24,"982 123736288330",214.24,"2019-10-26","female","Brahman",37,3,426
"13396","Belmont",2020-12-24,"982 123724743229",289.14,"2019-10-15","female","Composite",45,3,437
"13397","Belmont",2020-12-24,"982 123736288394",263.05,"2019-11-30","female","Composite",34,3,391
"13398","Belmont",2020-12-24,"982 123724743446",254,"2019-10-10","female","Brahman",24,3,442
"13399","Belmont",2020-12-24,"982 123724743507",293.66,"2019-10-26","female","Composite",41,3,426
"13400","Belmont",2020-12-24,"982 123736288684",245.61,"2019-11-25","female","Composite",39,3,396
"13401","Belmont",2020-12-24,"964 001010473115",524.86,"2015-11-17","female","Brahman",38,3,1865
"13402","Belmont",2020-12-24,"982 123724743247",279.26,"2019-10-17","female","Composite",38,3,435
"13403","Belmont",2020-12-24,"982 123736288810",271.62,"2019-11-01","female","Composite",40,3,420
"13404","Belmont",2020-12-24,"964 001010472818",433.4,"2016-11-23","female","Brahman",38,3,1493
"13405","Belmont",2020-12-24,"982 123724743413",261.78,"2019-09-27","female","Composite",35,3,455
"13406","Belmont",2020-12-24,"982 123724743439",211.19,"2019-10-08","female","Composite",31,3,444
"13407","Belmont",2020-12-24,"982 123724743255",274.26,"2019-10-17","female","Brahman",31,3,435
"13408","Belmont",2020-12-24,"982 123724743384",317.11,"2019-10-04","female","Composite",46,3,448
"13409","Belmont",2020-12-24,"982 123724743385",245.56,"2019-10-20","female","Composite",40,3,432
"13410","Belmont",2020-12-24,"982 123724743253",294.53,"2019-10-18","female","Composite",44,3,434
"13411","Belmont",2020-12-24,"982 123724743464",247.11,"2019-10-10","female","Brahman",25,3,442
"13412","Belmont",2020-12-24,"982 123736288041",98.47,"2020-12-15","female","Composite",41,3,10
"13413","Belmont",2020-12-25,"982 123736288824",276.59,"2019-11-08","female","Brahman",37,3,414
"13414","Belmont",2020-12-25,"982 123736288220",297.62,"2019-11-19","female","Composite",41,3,403
"13415","Belmont",2020-12-25,"964 001010472311",505.68,"2016-10-04","female","Brahman",38,3,1544
"13416","Belmont",2020-12-25,"982 123736288676",213.82,"2019-11-23","female","Composite",42,3,399
"13417","Belmont",2020-12-25,"982 123736288731",81.62,"2020-11-16","male","Unknown",40,3,40
"13418","Belmont",2020-12-25,"982 123724743502",272.29,"2019-10-23","female","Composite",40,3,430
"13419","Belmont",2020-12-25,"982 123736288441",233.67,"2019-12-27","female","Composite",38,3,365
"13420","Belmont",2020-12-25,"982 123736288474",174.7,"2020-01-16","female","Brahman",38,3,345
"13421","Belmont",2020-12-25,"982 123724743474",217.32,"2019-10-25","female","Composite",38,3,428
"13422","Belmont",2020-12-25,"982 123724743270",269.44,"2019-10-20","female","Composite",44,3,433
"13423","Belmont",2020-12-25,"982 123736288177",219.65,"2019-11-15","female","Composite",38,3,407
"13424","Belmont",2020-12-25,"982 123724743411",309.23,"2019-10-01","female","Composite",41,3,452
"13425","Belmont",2020-12-25,"982 123736288821",289.9,"2019-11-13","female","Composite",38,3,409
"13426","Belmont",2020-12-25,"982 123736288358",239.19,"2019-10-31","female","Composite",40,3,422
"13427","Belmont",2020-12-25,"982 123736288034",59.51,"2020-12-09","male","Unknown",36,3,17
"13428","Belmont",2020-12-25,"982 123724743434",278.53,"2019-10-09","female","Brahman",31,3,444
"13429","Belmont",2020-12-25,"982 123724743438",257.6,"2019-10-09","female","Composite",37,3,444
"13430","Belmont",2020-12-25,"982 123736288264",241.94,"2019-11-07","female","Composite",41,3,415
"13431","Belmont",2020-12-25,"951 000305826002",507.74,"2017-10-31","female","Brahman",29,3,1152
"13432","Belmont",2020-12-25,"982 123736288392",268.46,"2019-11-28","female","Brahman",36,3,394
"13433","Belmont",2020-12-25,"982 123736288787",257.89,"2019-11-13","female","Composite",38,3,409
"13434","Belmont",2020-12-25,"982 123724743394",292.2,"2019-09-23","female","Brahman",35,3,460
"13435","Belmont",2020-12-25,"982 123736288330",234.65,"2019-10-26","female","Brahman",37,3,427
"13436","Belmont",2020-12-25,"982 123736288337",299.86,"2019-11-01","female","Composite",42,3,421
"13437","Belmont",2020-12-25,"982 123724743259",291.03,"2019-10-20","female","Composite",43,3,433
"13438","Belmont",2020-12-25,"982 123724743501",219.82,"2019-10-26","female","Composite",43,3,427
"13439","Belmont",2020-12-25,"982 123736288522",59.69,"2020-12-05","female","Composite",40,3,21
"13440","Belmont",2020-12-25,"982 123736288435",234.89,"2020-01-20","female","Brahman",38,3,341
"13441","Belmont",2020-12-25,"982 123724743495",218.9,"2019-10-24","female","Composite",39,3,429
"13442","Belmont",2020-12-25,"982 123707585993",534.93,"2017-10-30","female","Brahman",36,3,1153
"13443","Belmont",2020-12-25,"982 123707585675",452.94,"2018-11-27","female","Brahman",33,3,760
"13444","Belmont",2020-12-25,"982 123736288523",63.32,"2020-12-07","female","Composite",41,3,19
"13445","Belmont",2020-12-25,"982 123736288500",60.62,"2020-12-03","male","Unknown",36,3,23
"13446","Belmont",2020-12-25,"982 123736288410",187.18,"2019-12-11","female","Composite",36,3,381
"13447","Belmont",2020-12-25,"982 123736288428",232.79,"2019-12-16","female","Composite",38,3,376
"13448","Belmont",2020-12-25,"982 123736288483",72.53,"2020-12-08","female","Composite",46,3,18
"13449","Belmont",2020-12-25,"982 123736288331",224.49,"2019-10-27","female","Composite",39,3,426
"13450","Belmont",2020-12-25,"982 123724743235",265.23,"2019-10-17","female","Composite",34,3,436
"13451","Belmont",2020-12-25,"982 123736288707",255.12,"2019-11-26","female","Composite",40,3,396
"13452","Belmont",2020-12-25,"982 123736288197",266.7,"2019-11-18","female","Composite",39,3,404
"13453","Belmont",2020-12-25,"982 123724743460",242.88,"2019-10-12","female","Composite",33,3,441
"13454","Belmont",2020-12-25,"982 123707585580",437.5,"2018-10-13","female","Brahman",31,3,805
"13455","Belmont",2020-12-25,"982 123736288404",287.21,"2019-12-06","female","Brahman",38,3,386
"13456","Belmont",2020-12-25,"982 123736288366",281.42,"2019-10-31","female","Composite",44,3,422
"13457","Belmont",2020-12-25,"982 123736288388",268.33,"2019-12-01","female","Composite",38,3,391
"13458","Belmont",2020-12-25,"982 123724743497",234.94,"2019-10-27","female","Composite",32,3,426
"13459","Belmont",2020-12-25,"964 001010472318",456.27,"2016-09-26","female","Brahman",38,3,1552
"13460","Belmont",2020-12-25,"982 123736288187",239.14,"2019-11-15","female","Brahman",31,3,407
"13461","Belmont",2020-12-25,"982 123724743252",285.08,"2019-10-17","female","Composite",44,3,436
"13462","Belmont",2020-12-25,"982 123724743257",258.44,"2019-10-16","female","Brahman",30,3,437
"13463","Belmont",2020-12-25,"982 123736288228",237.44,"2019-11-02","female","Brahman",33,3,420
"13464","Belmont",2020-12-25,"982 123707585850",554.92,"2018-08-23","female","Unknown",38,3,856
"13465","Belmont",2020-12-25,"982 123736288196",239.05,"2019-11-19","female","Composite",38,3,403
"13466","Belmont",2020-12-25,"982 123736288164",82.46,"2020-11-03","female","Brahman",34,3,53
"13467","Belmont",2020-12-25,"982 123724743418",294.67,"2019-10-03","female","Brahman",36,3,450
"13468","Belmont",2020-12-25,"982 123724743271",278.53,"2019-10-19","female","Brahman",31,3,434
"13469","Belmont",2020-12-25,"982 123724743437",235.81,"2019-10-11","female","Composite",38,3,442
"13470","Belmont",2020-12-25,"982 123724743407",274.96,"2019-09-18","female","Brahman",30,3,465
"13471","Belmont",2020-12-25,"982 123736288357",224.96,"2019-10-31","female","Composite",40,3,422
"13472","Belmont",2020-12-25,"982 123736288033",73.8,"2020-12-17","male","Unknown",47,3,9
"13473","Belmont",2020-12-25,"982 123736288258",269.94,"2019-11-06","female","Composite",41,3,416
"13474","Belmont",2020-12-25,"982 123736288247",229.14,"2019-11-05","female","Composite",32,3,417
"13475","Belmont",2020-12-25,"982 123724743432",279.15,"2019-10-07","female","Composite",33,3,446
"13476","Belmont",2020-12-25,"982 123724743449",249.27,"2019-10-11","female","Composite",38,3,442
"13477","Belmont",2020-12-25,"964 001010473278",490.56,"2016-10-10","female","Brahman",38,3,1538
"13478","Belmont",2020-12-25,"982 123724743466",281.22,"2019-10-11","female","Composite",43,3,442
"13479","Belmont",2020-12-25,"982 123724743258",231.17,"2019-10-17","female","Composite",40,3,436
"13480","Belmont",2020-12-25,"982 123736288268",243.84,"2019-11-04","female","Composite",30,3,418
"13481","Belmont",2020-12-25,"982 123724743372",259.15,"2019-10-04","female","Composite",42,3,449
"13482","Belmont",2020-12-25,"982 123736288678",275.45,"2019-11-22","female","Composite",38,3,400
"13483","Belmont",2020-12-25,"982 123736288469",221.09,"2019-12-13","female","Composite",31,3,379
"13484","Belmont",2020-12-25,"982 123724743255",281.02,"2019-10-17","female","Brahman",31,3,436
"13485","Belmont",2020-12-25,"982 123736288229",210.3,"2019-11-02","female","Composite",39,3,420
"13486","Belmont",2020-12-25,"982 123736288814",273.44,"2019-11-11","female","Brahman",33,3,411
"13487","Belmont",2020-12-25,"982 123736288162",138.61,"2020-10-09","male","Unknown",42,3,78
"13488","Belmont",2020-12-25,"982 123724743423",302.88,"2019-10-09","female","Composite",40,3,444
"13489","Belmont",2020-12-25,"982 123736288432",219.16,"2019-12-14","female","Composite",36,3,378
"13490","Belmont",2020-12-25,"982 123736288726",80.48,"2020-11-09","female","Composite",31,3,47
"13491","Belmont",2020-12-25,"982 123736288802",276.28,"2019-11-09","female","Composite",30,3,413
"13492","Belmont",2020-12-25,"982 123736288198",228.76,"2019-11-19","female","Composite",40,3,403
"13493","Belmont",2020-12-25,"982 123707585634",439.86,"2018-10-05","female","Brahman",30,3,813
"13494","Belmont",2020-12-25,"982 123736288328",261.58,"2019-10-29","female","Brahman",32,3,424
"13495","Belmont",2020-12-25,"982 123736288444",229.56,"2019-12-27","female","Composite",34,3,365
"13496","Belmont",2020-12-25,"982 123736288352",257.74,"2019-10-28","female","Composite",42,3,425
"13497","Belmont",2020-12-25,"982 123724743248",288.64,"2019-10-19","female","Brahman",33,3,434
"13498","Belmont",2020-12-25,"982 123736288708",186.92,"2019-11-25","female","Composite",31,3,397
"13499","Belmont",2020-12-25,"982 123736288681",213.62,"2019-11-22","female","Composite",40,3,400
"13500","Belmont",2020-12-25,"982 123724743382",269.1,"2019-10-20","female","Brahman",30,3,433
"13501","Belmont",2020-12-25,"982 123724743472",280.3,"2019-07-29","female","Composite",38,3,516
"13502","Belmont",2020-12-25,"982 123736288715",231.04,"2019-11-26","female","Composite",40,3,396
"13503","Belmont",2020-12-25,"982 123724743419",287.8,"2019-09-30","female","Composite",46,3,453
"13504","Belmont",2020-12-25,"982 123724743446",250.42,"2019-10-10","female","Brahman",24,3,443
"13505","Belmont",2020-12-25,"982 123724743256",266.12,"2019-10-20","female","Composite",45,3,433
"13506","Belmont",2020-12-25,"982 123707585493",556,"2018-11-04","male","Composite",42,3,783
"13507","Belmont",2020-12-25,"982 123724743222",273.47,"2019-10-16","female","Composite",42,3,437
"13508","Belmont",2020-12-25,"982 123724743393",268.99,"2019-10-04","female","Composite",49,3,449
"13509","Belmont",2020-12-25,"982 123707585565",560.2,"2018-10-11","female","Brahman",34,3,807
"13510","Belmont",2020-12-25,"982 123724743229",295.3,"2019-10-15","female","Composite",45,3,438
"13511","Belmont",2020-12-25,"964 001010473539",524.61,"2016-11-08","female","Brahman",38,3,1509
"13512","Belmont",2020-12-25,"982 123736288719",293.55,"2019-11-26","female","Composite",46,3,396
"13513","Belmont",2020-12-25,"982 123736288816",259.75,"2019-11-11","female","Brahman",33,3,411
"13514","Belmont",2020-12-25,"964 001010472316",620.98,"2015-11-18","female","Brahman",38,3,1865
"13515","Belmont",2020-12-25,"982 123724743417",265.26,"2019-10-06","female","Composite",31,3,447
"13516","Belmont",2020-12-25,"982 123707586231",425.22,"2018-11-08","female","Brahman",36,3,779
"13517","Belmont",2020-12-25,"982 123736288705",238.25,"2019-11-23","female","Composite",38,3,399
"13518","Belmont",2020-12-25,"982 123736288336",247.08,"2019-10-30","female","Composite",41,3,423
"13519","Belmont",2020-12-25,"982 123724743507",276.54,"2019-10-26","female","Composite",41,3,427
"13520","Belmont",2020-12-25,"982 123736288504",65.81,"2020-12-07","female","Composite",41,3,19
"13521","Belmont",2020-12-25,"982 123736288417",262.4,"2019-12-10","female","Composite",38,3,382
"13522","Belmont",2020-12-25,"982 123724743476",182.48,"2019-10-22","female","Composite",39,3,431
"13523","Belmont",2020-12-25,"982 123736288301",216.87,"2019-11-20","male","Composite",38,3,402
"13524","Belmont",2020-12-25,"982 123724743253",271.79,"2019-10-18","female","Composite",44,3,435
"13525","Belmont",2020-12-25,"982 123736288348",268.16,"2019-11-01","female","Brahman",22,3,421
"13526","Belmont",2020-12-25,"982 123724743447",249.26,"2019-10-09","female","Composite",32,3,444
"13527","Belmont",2020-12-25,"982 123736288427",253.14,"2019-12-11","female","Composite",38,3,381
"13528","Belmont",2020-12-25,"964 001010473115",535.48,"2015-11-17","female","Brahman",38,3,1866
"13529","Belmont",2020-12-25,"982 123736288439",238.96,"2019-12-14","female","Composite",38,3,378
"13530","Belmont",2020-12-25,"982 123724743384",301.28,"2019-10-04","female","Composite",46,3,449
"13531","Belmont",2020-12-25,"982 123736288256",285.32,"2019-11-05","female","Composite",43,3,417
"13532","Belmont",2020-12-25,"982 123736288684",244.41,"2019-11-25","female","Composite",39,3,397
"13533","Belmont",2020-12-25,"982 123736288418",194.34,"2019-12-09","female","Brahman",26,3,383
"13534","Belmont",2020-12-25,"982 123736288701",223.31,"2019-11-24","female","Composite",40,3,398
"13535","Belmont",2020-12-25,"982 123724743408",249.19,"2019-09-30","female","Composite",42,3,453
"13536","Belmont",2020-12-25,"982 123736288795",269.21,"2019-11-13","female","Composite",37,3,409
"13537","Belmont",2020-12-25,"982 123724743233",334.61,"2019-07-16","female","Composite",38,3,529
"13538","Belmont",2020-12-25,"982 123736288191",265.76,"2019-11-17","female","Composite",40,3,405
"13539","Belmont",2020-12-25,"982 123724743260",240.12,"2019-10-16","female","Composite",36,3,437
"13540","Belmont",2020-12-25,"982 123736288508",89.17,"2020-12-01","male","Unknown",52,3,25
"13541","Belmont",2020-12-25,"982 123724743243",281.58,"2019-10-15","female","Composite",48,3,438
"13542","Belmont",2020-12-25,"982 123736288748",67.22,"2020-11-25","female","Composite",36,3,31
"13543","Belmont",2020-12-25,"982 123736288813",236.61,"2019-11-11","female","Composite",36,3,411
"13544","Belmont",2020-12-25,"982 123736288047",68.55,"2020-12-14","male","Unknown",43,3,12
"13545","Belmont",2020-12-25,"982 123724743456",227,"2019-10-10","female","Composite",40,3,443
"13546","Belmont",2020-12-25,"964 001010472997",562.56,"2016-11-09","female","Brahman",38,3,1508
"13547","Belmont",2020-12-25,"982 123724743404",285.98,"2019-10-01","female","Composite",39,3,452
"13548","Belmont",2020-12-25,"982 123736288810",281.63,"2019-11-01","female","Composite",40,3,421
"13549","Belmont",2020-12-25,"982 123736288449",241.54,"2019-12-18","female","Composite",37,3,374
"13550","Belmont",2020-12-25,"982 123736288383",226.1,"2019-12-07","female","Composite",38,3,385
"13551","Belmont",2020-12-25,"982 123724743463",252.13,"2019-10-13","female","Composite",36,3,440
"13552","Belmont",2020-12-25,"982 123736288269",253.94,"2019-11-06","female","Composite",48,3,416
"13553","Belmont",2020-12-25,"982 123736288274",273.02,"2019-11-06","female","Composite",38,3,416
"13554","Belmont",2020-12-25,"982 123736288188",264.06,"2019-11-18","female","Composite",41,3,404
"13555","Belmont",2020-12-25,"964 001010472818",440.31,"2016-11-23","female","Brahman",38,3,1494
"13556","Belmont",2020-12-25,"982 123724743379",267.73,"2019-10-06","female","Composite",35,3,447
"13557","Belmont",2020-12-25,"982 123724743516",303.67,"2019-10-24","female","Composite",41,3,429
"13558","Belmont",2020-12-25,"982 123724743464",240.01,"2019-10-10","female","Brahman",25,3,443
"13559","Belmont",2020-12-25,"982 123724743385",241.11,"2019-10-20","female","Composite",40,3,433
"13560","Belmont",2020-12-25,"982 123736288209",236.34,"2019-11-16","female","Composite",42,3,406
"13561","Belmont",2020-12-25,"982 123707586255",416.52,"2018-10-24","female","Brahman",25,3,794
"13562","Belmont",2020-12-25,"982 123736288369",206.02,"2019-10-31","female","Composite",41,3,422
"13563","Belmont",2020-12-25,"982 123736288265",257.89,"2019-11-04","female","Brahman",43,3,418
"13564","Belmont",2020-12-25,"982 123736288068",53.17,"2020-12-18","male","Unknown",46,3,8
"13565","Belmont",2020-12-25,"982 123736288443",206.95,"2019-12-12","female","Brahman",31,3,380
"13566","Belmont",2020-12-25,"982 123724743465",219.94,"2019-10-12","female","Composite",24,3,441
"13567","Belmont",2020-12-25,"982 123736288373",240.62,"2019-10-31","female","Brahman",36,3,422
"13568","Belmont",2020-12-25,"982 123736288690",231.57,"2019-11-23","female","Composite",40,3,399
"13569","Belmont",2020-12-25,"982 123724743427",246.1,"2019-10-10","female","Composite",34,3,443
"13570","Belmont",2020-12-25,"982 123724743458",285.08,"2019-10-09","female","Composite",33,3,444
"13571","Belmont",2020-12-25,"982 123724743424",277.17,"2019-10-09","female","Composite",32,3,444
"13572","Belmont",2020-12-25,"982 123724743439",229.99,"2019-10-08","female","Composite",31,3,445
"13573","Belmont",2020-12-25,"982 123736288394",288.89,"2019-11-30","female","Composite",34,3,392
"13574","Belmont",2020-12-25,"982 123736288384",165.8,"2019-12-01","female","Composite",31,3,391
"13575","Belmont",2020-12-25,"964 001010472324",540.77,"2016-12-13","female","Brahman",38,3,1474
"13576","Belmont",2020-12-25,"982 123724743245",201.42,"2019-10-17","female","Brahman",31,3,436
"13577","Belmont",2020-12-26,"982 123736288787",230.97,"2019-11-13","female","Composite",38,3,410
"13578","Belmont",2020-12-26,"982 123724743270",284.87,"2019-10-20","female","Composite",44,3,434
"13579","Belmont",2020-12-26,"964 001010472311",493.74,"2016-10-04","female","Brahman",38,3,1545
"13580","Belmont",2020-12-26,"982 123736288358",222.04,"2019-10-31","female","Composite",40,3,423
"13581","Belmont",2020-12-26,"982 123724743257",267.25,"2019-10-16","female","Brahman",30,3,438
"13582","Belmont",2020-12-26,"982 123724743502",268.07,"2019-10-23","female","Composite",40,3,431
"13583","Belmont",2020-12-26,"982 123736288824",249.76,"2019-11-08","female","Brahman",37,3,415
"13584","Belmont",2020-12-26,"982 123736288050",73.54,"2020-12-14","male","Unknown",40,3,13
"13585","Belmont",2020-12-26,"982 123736288162",91.84,"2020-10-09","male","Unknown",42,3,79
"13586","Belmont",2020-12-26,"951 000305826002",523.99,"2017-10-31","female","Brahman",29,3,1153
